a,b,sub,expected
06d0,59e7,1,d9e7
bfe1,ad77,0,c01c
ba17,ef77,0,ef77
b1d1,f488,0,f488
82f1,221a,1,a21a
3daf,4d3e,0,4d99
d49f,062e,1,d49f
98fd,2993,1,a9e3
75fa,ae37,0,75fa
204c,7636,1,f636
49b3,4c01,0,4eda
de35,13b3,0,de35
ae99,04a6,0,ae98
358a,d079,1,5084
2451,8c7a,1,2463
65e6,13f3,1,65e6
f4b4,1b98,0,f4b4
9866,5373,0,5373
cff0,6c4b,1,ec53
465e,187c,1,465d
09b4,7f3b,0,7f3b
2b7c,2c49,1,a058
efc2,0958,1,efc2
5fce,a9a1,0,5fce
8ab0,7a52,0,7a52
536b,6be1,1,ebc3
8a49,939c,1,120a
7870,b100,1,7870
c14b,43e6,0,3d36
0523,67fe,1,e7fe
c0b3,92c8,0,c0b3
c4a5,1127,1,c4a5
5bfd,0c3b,0,5bfd
ed85,2fbb,0,ed85
fa98,7176,1,fbf6
be5e,881f,1,be5e
64f6,f9e9,1,7a11
7572,6eb2,1,738b
c40a,785a,0,785a
7d2f,56f0,0,7f2f
38c6,6fc5,0,6fc5
4db7,0988,1,4db7
bcbd,556a,0,5557
a4b4,2ee7,0,2dba
750c,0c21,0,750c
62ff,e429,0,d94c
0ca3,c7ef,1,47ef
7d7c,4800,0,7f7c
2c0c,5954,0,5955
26be,1c73,1,25a1
095f,c0a3,1,40a3
d89d,f867,1,7862
c408,eab6,0,eab8
c62b,b361,1,c5f0
cd36,f9ce,1,79cd
b929,1f83,0,b91a
fa81,41a9,0,fa81
4123,26b2,1,4116
4909,cb6d,0,c4c8
9802,2f60,0,2f40
21cd,7ee6,1,fee6
f0e7,1d1c,1,f0e7
f828,894b,1,f828
bab4,dcd7,0,dcda
16b1,dafe,1,5afe
d589,b4f7,0,d58e
4aff,a359,1,4b01
4bfa,400e,1,4af6
6837,998a,1,6837
74b1,081b,0,74b1
0585,44f0,1,c4f0
a66d,990b,0,a70e
cb74,1eec,0,cb73
772e,6237,0,7760
badc,b584,0,bccf
6632,c3ff,1,6636
0f21,0368,1,0f21
11d2,27cd,1,a79e
bf4e,7cc2,1,fec2
db56,a89a,0,db56
1a5a,f04b,1,704b
dc15,327d,1,dc16
5e79,e488,0,e1d4
10c4,f894,1,7894
fcaa,428d,1,feaa
e8f8,3d90,1,e8f9
b0ca,c2d9,0,c326
95b2,1dab,0,1c3e
c2f2,fa08,0,fa08
8863,66e5,1,e6e5
b528,a1eb,0,b557
6852,16bf,1,6852
1dd2,c216,1,4219
0df1,fac6,0,fac6
af54,a734,1,ad87
c7cb,a194,1,c7c8
0cd3,47ab,0,47ab
d667,d033,1,d44e
1137,3376,1,b371
285d,cd54,1,4d56
671d,e6a8,1,6ae2
d34b,26e1,1,d34c
2edb,d60f,1,5611
aac4,e006,0,e006
4440,ab05,0,4432
a498,a12d,0,a72e
95bc,cf8f,0,cf8f
7086,e2d4,0,7019
1c0b,6c25,0,6c25
ca63,b6c3,0,ca99
db7d,550a,0,d8f8
0c50,aa1c,0,aa13
dc92,e85e,1,6798
fbd2,31a9,0,fbd2
4405,33bc,0,4443
0a7d,5224,1,d224
6625,94c1,1,6625
7c77,d3f0,1,7e77
0012,42a9,1,c2a9
e1ad,db29,0,e377
f3ca,0244,1,f3ca
24f7,8d2a,0,24e2
6060,8aba,0,6060
cda1,758f,0,758e
ef8c,d61a,1,ef74
d8e2,4ab5,0,d877
aceb,a617,1,aaca
e671,2c42,1,e671
57ef,926b,1,57ef
9b0e,d1c5,1,51c5
8f8c,ed94,1,6d94
bcc5,eb3e,1,6b3d
83d4,8c2d,0,8c2d
8756,ea46,1,6a46
428d,97af,1,428e
8b7c,da61,0,da61
f765,9c2b,1,f765
64a7,b031,0,64a7
ccb5,c0b6,1,cc1e
40a4,2cd1,0,40cb
c4da,95ba,1,c4da
e72b,9c12,0,e72b
2390,2722,0,2975
a278,c36f,1,4369
9dac,946a,1,9c92
6822,dd9e,1,68d6
1f94,b83f,1,384e
67df,bb51,0,67de
b1e6,b0df,1,a81c
1ab2,96f6,0,166e
636b,746a,1,f42f
3994,49c5,1,c96c
263d,3e96,1,be7d
6202,32d8,1,6202
bfd0,677d,0,677b
c295,cd42,0,ce15
b4e0,83f4,1,b4e0
c447,a514,0,c44c
c163,83c1,0,c163
549f,0bed,1,549f
a9ce,8c10,0,a9d6
d72d,39d8,1,d739
d758,b31f,1,d754
ab5a,d571,1,5570
772a,8376,1,772a
6262,0cd0,0,6262
3891,59c1,1,d9bc
af60,cfde,1,4fd7
05af,5b37,0,5b37
ad4e,95d3,0,ad65
0f5b,6fa5,0,6fa5
9e2f,7f07,0,7f07
5443,7dec,0,7fec
3210,fbed,0,fbed
dda2,0acd,0,dda2
08f3,1172,1,9035
0151,8b8f,1,0b8f
55b6,05aa,1,55b6
5948,2fe2,0,5949
66f6,8d5f,1,66f6
5f98,1ed9,0,5f98
fdc8,6032,1,ffc8
f0a6,bee8,0,f0a6
7b49,ce23,0,7b48
c721,94e6,1,c721
f68f,f2ee,1,f230
b6c2,7d96,1,ff96
16ce,d04d,0,d04d
8525,db2f,1,5b2f
3000,3d3b,1,bcbb
bb2a,a086,0,bb3c
7704,00bd,1,7704
e051,ec33,0,ecbd
0dc5,7446,0,7446
06be,6797,0,6797
a34a,245e,0,19c8
eb2e,cf5c,0,eb3d
6cd4,bff9,0,6cd4
c694,8646,1,c694
9d4a,cf0c,0,cf0c
5531,5aa7,0,5ca0
63e0,8bf5,1,63e0
fab9,52a5,0,fab7
0783,8652,0,0000
e063,fc4a,1,7e4a
b061,975e,1,b052
eb26,bcdc,1,eb25
72f3,554d,1,72e8
2686,417d,1,c170
decb,ad75,0,decb
5545,9ac3,0,5545
12a2,cb51,1,4b51
16c1,244e,0,24ba
1af0,6338,0,6338
b9f8,e493,1,6492
402f,f0bc,0,f0bc
8158,1bf8,1,9bf8
c9c9,1608,1,c9c9
88ae,501f,1,d01f
a4c3,39c1,0,399b
1fd8,4d48,1,cd48
6b5b,b62d,0,6b5b
89a8,5ee6,0,5ee6
af1f,d564,1,5562
01ee,b9bc,0,b9bc
5201,46f2,0,52df
52a1,4123,0,52f3
0df6,cbab,0,cbab
6e5a,6a96,1,6a1e
b3f5,6c55,0,6c55
b46f,be7e,0,bf9a
27e4,e756,1,6756
4861,a3c4,0,485f
c222,c9c2,0,cb4a
e6ce,4480,0,e6ca
bef0,d3b1,1,537a
52da,8cd9,0,52da
93b6,375f,0,375b
7c59,72db,1,7e59
7958,1e68,1,7958
bd69,2791,0,bd4b
d3d5,20f9,0,d3d5
c9ff,02fa,0,c9ff
570d,9004,1,570d
60e2,8dc4,0,60e2
f0cc,cd98,0,f0cf
c395,2f03,1,c3cd
49a6,eacc,0,eac6
e91e,d6cc,0,e954
e5ee,2fb2,1,e5ee
9530,ba5e,0,ba61
3881,c271,0,c151
8353,aad1,1,2ad1
1a21,c33c,0,c33a
6bda,a589,0,6bda
da35,6080,1,e20d
1217,cfed,0,cfed
eb2f,245e,0,eb2f
6a38,fa3d,1,7aa0
076a,4c48,0,4c48
1f91,623f,1,e23f
1760,e94c,1,694c
2a35,c41c,0,c410
42f1,2217,0,42f7
500f,4786,1,4e3c
09b7,1cee,1,9cc0
5879,68eb,1,e8a3
3bc5,eb34,1,6b34
4351,b06a,1,4398
9a60,e986,1,6986
7a06,5f42,0,7a15
9f39,1c18,0,9a42
c5ce,7ab9,0,7ab9
d780,bb6a,0,d78f
3951,268c,1,391d
6e74,fd6d,1,7f6d
fc00,d9c2,1,fc00
9cf2,06e3,1,9d0e
6314,f959,1,7975
843d,09c0,0,0743
c83c,7bf0,0,7bf0
0092,35f1,1,b5f1
195f,10c4,1,182e
7382,7175,0,767c
f618,ecca,1,f4e6
1c14,f9a2,0,f9a2
9da2,7b66,1,fb66
d0e5,efb6,0,efc0
31d5,5b9e,0,5b9f
b588,8b59,1,b587
e68b,28c9,1,e68b
63d5,ae04,0,63d5
b79e,bf3d,0,c092
bd8b,0980,0,bd8b
d02a,022f,0,d02a
ee79,8608,1,ee79
f2f9,4706,0,f2f8
251f,6db6,1,edb6
ae94,1ae5,1,aecb
fa87,a71d,0,fa87
7765,0d04,1,7765
d6db,e029,1,5e9b
946f,5427,1,d427
6d3c,8050,1,6d3c
b10e,cf84,0,cf8e
3802,428a,1,c18a
07a5,b837,1,3837
007e,ddf1,0,ddf1
8e68,9054,0,9388
e929,ccf9,1,e91f
243f,ba09,0,b9e7
9164,0470,1,91f2
e901,e4d2,0,eb6a
1bcd,ad49,0,ad0b
8766,20ba,0,20ab
c8ad,c8a8,0,ccaa
5be1,f3bd,0,f39d
0711,6624,1,e624
074a,7cc6,1,fec6
a3fa,86da,1,a3ec
2c43,fe83,0,fe83
e08d,7a33,0,7a21
f9a5,ccbf,1,f9a4
d407,841f,0,d407
182d,d750,1,5750
946a,5f85,0,5f85
dbfc,108c,1,dbfc
4067,95e5,1,4068
2103,7558,1,f558
46f0,578c,0,57fb
6130,585e,1,6018
dbaa,6b0b,1,eb86
f346,7dea,0,7fea
aae2,8ea7,0,aaef
7a0a,7ccb,0,7ecb
357f,4a75,1,ca49
3787,ff27,1,7f27
7721,bcf0,0,7721
84b4,de2d,0,de2d
da84,d9e4,1,cd00
b4cb,2e90,0,b24e
a2f0,e6f7,0,e6f7
a7d0,143e,1,a80a
cf90,6bf4,1,ec02
e6c3,c5e3,1,e6bd
ae00,7380,1,f380
42c3,1815,0,42c4
5511,dab3,1,5c9e
e567,4aed,0,e559
3895,ea63,0,ea63
f76d,e929,1,f6c8
e27f,eb56,1,69b6
dd61,74fb,0,74e5
97b8,d229,0,d229
cd6d,8dac,1,cd6d
7df8,4468,0,7ff8
ea71,2dff,1,ea71
79bc,6526,1,7993
6cbf,60f5,0,6d5e
4411,adba,1,4428
b1a3,45a1,0,4574
51b8,eb4a,1,6b61
a4ce,ed58,0,ed58
de6f,1131,0,de6f
8c9b,32b2,0,32b0
809d,43f2,0,43f2
d427,cc2a,1,d239
5eba,f5f3,0,f5d8
607c,4e1e,1,604b
a000,d0fa,1,50fa
8603,0b17,0,0816
32f9,324b,0,36a2
89fc,8ce4,0,8fe2
9a0e,44de,0,44dd
ee28,28ec,1,ee28
e582,46e3,0,e57b
9b64,1f00,1,a159
6277,0d05,0,6277
4235,c855,1,49e2
1939,0a52,0,199e
3e53,8ccb,0,3e53
ffe1,c520,1,ffe1
827a,ef73,1,6f73
5edc,10dd,0,5edc
5131,d3d6,0,cd4a
e70f,ecf0,1,6a58
9be0,3473,0,3463
e6e9,2fef,0,e6e9
1c33,4f77,0,4f77
47dc,2344,0,47e0
cbd9,2d8d,0,cbce
c5ec,77ae,1,f7ae
c389,7003,1,f003
13e0,3d8c,0,3d8d
ac91,fcff,0,feff
48d5,dd28,0,dd01
d063,c8b3,0,d190
fdc6,db43,0,ffc6
638d,8179,0,638d
2499,f851,1,7851
b0fb,36ca,1,b8a4
8924,b801,1,3801
0e15,9542,1,16c7
5eca,3d4e,0,5ecf
4e95,e5c3,0,e5a9
7380,0893,0,7380
8276,c290,1,4290
8f5d,8081,0,8f5d
0360,4a76,0,4a76
8d31,aa1b,0,aa25
d727,9aa2,0,d727
2d69,e4d6,1,64d6
7725,7d19,0,7f19
2892,0afb,0,2899
2c55,e3eb,0,e3eb
fd3d,25ad,1,ff3d
4d92,fe17,1,7e17
54b3,7a53,0,7a55
d9e7,970c,1,d9e7
221a,80f7,0,221a
2c5a,f103,1,7103
282d,feec,1,7eec
edf7,567c,1,ee11
1255,a055,1,20ba
a19c,ad97,1,2ce4
6212,6fe1,1,ef1f
7ff6,c683,1,7ff6
3357,5348,0,534f
77de,ede2,1,78ab
0cb0,2d23,1,ad1e
419e,5372,0,53cc
8303,41cf,1,c1cf
d860,0d67,0,d860
033b,0296,1,0000
0f6b,f047,0,f047
0aa4,1028,0,11d1
3d12,ccca,0,cc79
988d,3e53,0,3e51
a516,0821,0,a50e
84b1,a40b,1,2406
ab1a,7411,1,f411
5ab9,9453,1,5ab9
f950,c260,0,f950
d761,ca1f,0,d812
6a1a,8394,0,6a1a
ac71,fe3e,0,fe3e
e495,b9e4,0,e496
4a2d,465e,0,4cae
151b,1422,0,189e
98d5,3d17,1,bd19
ca74,389f,0,ca2a
af5d,5812,1,d813
c4c0,75f7,1,f5f7
e20e,f631,1,7601
45e7,dbad,1,5bdc
f8f1,f8c2,1,e5e0
35e9,8945,0,35e8
e438,9885,1,e438
4c30,194e,1,4c30
1976,2826,1,a79d
e4ec,a74c,0,e4ec
c972,24f9,1,c974
cf0a,17a4,0,cf0a
9958,ef33,1,6f33
c52c,824f,1,c52c
4b88,496d,0,4e7a
b564,84d1,0,b564
9e16,f3e1,0,f3e1
a6cd,4b2a,0,4b27
cddb,8ebc,0,cddb
5d1b,7172,1,f149
0a08,e74a,0,e74a
46ef,b867,1,477c
16db,30b3,1,b0a5
67b7,6335,0,69a9
1c1f,b9e6,1,39ee
cded,926e,1,cded
307d,b01e,0,21f0
6678,8c08,1,6678
0198,5f5f,0,5f5f
86f6,4713,0,4713
b63d,8350,1,b63d
0677,9f54,1,1f6e
164a,3cc6,1,bcc4
2866,907c,0,2854
e09f,c3ab,1,e097
22f0,06b8,0,22fd
4b2d,7e11,1,fe11
88a8,4c9c,0,4c9c
2e6f,ba6e,0,b9a0
2c81,3307,0,34a4
de29,61ce,0,5d73
945c,53f3,1,d3f3
b7b2,d6df,1,56d7
668b,f23d,0,f16c
6c7c,15b3,0,6c7c
a9dc,e5d9,0,e5d9
ffdd,fea6,0,fea6
a08d,0fdd,1,a0cc
fb6a,a159,1,fb6a
94b4,6819,0,6819
7a3e,34a8,0,7a3e
569b,5078,0,586c
1204,cc8a,0,cc8a
3b48,b784,0,370c
599c,c7e0,1,59db
7443,78d5,1,f567
1ae8,8766,0,1aad
6490,3cba,0,6491
aa3b,2b1f,1,aead
9d26,366c,0,3657
2602,f6e0,1,76e0
a3a0,55a9,0,55a9
3e1c,9abb,1,3e1f
f01d,f16f,1,6948
e011,d0eb,0,e060
eedf,4632,1,eee1
cf0d,91e0,0,cf0d
f35a,b217,1,f35a
f216,b3c2,0,f216
dfa3,efa4,1,6f2a
a889,9783,1,a84d
18a1,aa88,1,2ad2
2785,8081,0,2785
dd78,fab9,0,fac4
b412,a929,1,b2da
50ae,587c,1,d6a1
662d,548e,0,6676
755e,7e90,1,fe90
0c87,4c82,0,4c82
79fb,44c5,1,79fb
0229,b43f,1,343f
e2b0,75b1,1,f5e6
3b02,88e5,1,3b02
cfc9,958a,0,cfc9
461b,c24f,0,41e7
692f,c9da,1,6935
2dbb,0dee,1,2db5
38b0,7c11,0,7e11
e677,1c77,1,e677
367f,aa51,1,3749
0f48,4c31,1,cc31
1b3e,a05e,1,222e
8240,9398,0,9398
1e8c,4151,1,c14e
06aa,0fda,1,8e30
42d9,74db,0,74db
5c1e,27d5,1,5c1e
d3b0,f7ca,0,f7ce
31e4,9573,0,31d9
f928,659e,1,f955
a81e,4e64,1,ce66
3af3,4467,1,c311
a897,4905,0,4900
a107,797f,0,797f
f32b,8d4b,1,f32b
1cb8,5807,0,5807
c29e,3c60,1,c467
ebdf,d5d2,0,ec07
be77,fa5d,1,7a5d
ba7d,33cb,0,b88a
afc1,df69,0,df69
a7fb,257b,1,aabb
bea9,499a,1,ca6f
0344,de0a,1,5e0a
6ae9,2165,1,6ae9
e539,beff,1,e537
319f,a898,0,3079
7e8f,3823,0,7e8f
3765,f3dc,0,f3dc
eb57,e1c7,0,ec64
0736,26f6,1,a6ef
cb4d,e1cc,0,e1e9
2757,4c46,0,4c48
9df7,81a8,1,9df7
1528,44ca,0,44ca
59de,0e03,1,59de
fbdf,01b3,1,fbdf
287e,7c7c,0,7e7c
6f42,aea5,0,6f42
80e5,2a86,0,2a86
4ebf,6bbf,0,6bcc
0caf,534c,0,534c
71f4,64c9,0,728d
e1cd,93cd,1,e1cd
50df,ca8f,0,4e76
c31e,5427,0,53dc
9507,83dd,1,9507
bd24,299f,1,bd51
0182,8eef,0,8eef
91f5,30ce,0,30c8
7bc9,f434,1,7c00
e078,ca43,1,e05f
3523,68bd,0,68bd
0e13,078a,1,0c30
e6a6,add3,1,e6a6
9729,2c04,0,2bcf
f52b,6195,1,f558
a189,599f,0,599f
b0a8,ec90,0,ec90
7757,be39,0,7757
9d4d,c0d0,0,c0d3
5b66,d77f,1,5d93
9140,7bd4,0,7bd4
9493,1776,0,11c6
1bf4,c337,0,c335
417f,fafe,1,7afe
4c46,e131,0,e10f
ea7c,ef08,1,6b94
00ba,711b,1,f11b
6981,e203,1,6b02
afba,56c7,0,56c5
6214,7d0d,1,ff0d
39f4,3bc9,1,b354
4aed,9b58,0,4aed
04df,20ad,1,a0a3
0a4c,70d7,1,f0d7
583e,f162,1,7173
c70a,fb8e,1,7b8e
90f9,ea1f,0,ea1f
7b0a,f3af,1,7c00
5c55,3399,1,5c54
0394,9241,1,1241
b17f,c548,1,451c
8d30,3ecf,0,3ecf
724c,5c49,1,722a
e5f8,6691,0,58c8
3dfa,598f,0,599b
57b5,00d0,0,57b5
c940,0c29,1,c940
5d78,b84a,0,5d76
c3fd,63c7,0,63bf
159d,ea30,0,ea30
64f1,7641,0,7690
a59a,7ab2,1,fab2
3faa,cdc0,0,cd45
1417,11da,1,0ca8
c41d,a581,0,c423
a495,8318,1,a495
31eb,b16a,0,2408
ec41,3c4b,1,ec41
974b,5a8e,0,5a8e
c643,9883,0,c644
5e14,fbc6,0,fbba
2bde,e249,1,6249
0537,502c,0,502c
a01c,39c4,0,39b4
4a87,9d4a,1,4a88
b5d1,2823,1,b655
21c1,a02c,0,1a54
d0a2,131c,0,d0a2
6d5c,cc4d,0,6d58
7407,4813,0,7408
0392,606b,0,606b
8059,5d9e,0,5d9e
56ae,fbdc,0,fbd9
0904,e57e,1,657e
bb08,2d36,0,ba61
a58c,7a5a,1,fa5a
d56d,b264,1,d56a
761f,838a,1,761f
f2a1,8ae8,0,f2a1
4d1e,3559,1,4d09
4bc8,6d49,1,ed45
74b5,5f9e,1,7497
a9b1,3e5a,0,3e2c
c4f1,9ff3,0,c4f3
8fa2,162f,0,1446
2b0e,ee62,0,ee62
b4bd,0e45,0,b4bb
0651,393e,1,b93e
f3cc,a4bc,1,f3cc
5e33,d16d,1,5ee1
1c7f,153d,1,1a60
0328,05b1,1,85b1
c202,00bc,1,c202
5c03,89b1,0,5c03
562e,3810,1,5626
9543,bb06,1,3b03
cf7d,247f,1,cf7e
3bd1,ea77,1,6a77
b6cf,c4fc,1,448f
625d,63e4,0,6720
61e7,7a88,0,7aa0
dac6,6fa5,1,efdb
8449,b3ee,1,33ed
1d01,970f,0,1a7a
ec34,59f7,0,ec04
c4e8,9ac5,0,c4e9
8465,6007,1,e007
0db0,e967,0,e967
c984,4742,0,c38c
cee7,4f2c,1,d30a
b5d5,d14b,0,d157
9293,e4ff,0,e4ff
b744,f7c2,1,77c2
9150,5f93,1,df93
1a4f,871f,1,1a88
6f0f,fde6,0,ffe6
d4c3,b643,0,d4c9
9d6a,10e9,1,9e07
246e,995c,1,251a
82ed,4835,0,4835
729f,2b2b,1,729f
ad9b,953f,0,adb0
5f73,db02,0,5be4
a870,9427,1,a84f
a9c5,65a3,1,e5a3
7461,9613,1,7461
5cc7,6070,0,62d4
b71f,d48f,1,5488
3bb0,ac9a,1,3c22
5ae1,d2ea,1,5c4e
2c68,f06b,0,f06b
7326,eaef,0,716a
b9d1,1634,1,b9d4
6dd4,7e79,1,fe79
1f8e,2656,0,281d
1eea,8048,0,1eea
bb10,0c31,1,bb11
084d,7c4d,1,fe4d
b1c3,9551,1,b1b8
e6b3,e3d4,0,e94e
4d20,dba2,0,dafe
c3cc,55ed,0,55af
05a0,b319,1,331a
2625,6b06,1,eb06
47ab,1843,1,47aa
64d6,c32b,0,64d2
816b,b574,0,b574
e9a4,44c3,0,e9a2
30be,b150,1,3507
bf80,8787,0,bf80
2243,1bf1,1,2047
d94c,9c8c,0,d94c
d059,b443,1,d050
8395,4c3f,1,cc3f
96d6,fe93,1,7e93
e0fa,feb2,1,7eb2
56df,3191,1,56dc
ee4e,4b4f,1,ee52
2edb,6d8a,1,ed8a
a5f5,c8ac,0,c8af
58e1,975c,1,58e1
16c3,db4d,0,db4d
c742,6b93,0,6b8f
a11d,8d5f,0,a148
a8c2,4966,1,c96b
dfd6,6370,1,e5ae
12e7,57e1,0,57e1
4b5e,ba5d,1,4bc4
444c,e9a1,1,69a3
7a81,a2d0,0,7a81
8950,323d,0,323c
d9a7,b937,1,d9a2
161e,3355,1,b349
6b42,560d,1,6b12
803c,6d14,0,6d14
b38d,a1ea,1,b32e
e25c,2a4f,0,e25c
30e8,8e5b,1,30eb
4d2c,9469,0,4d2c
d284,3b9b,0,d266
8653,3149,0,3148
ec12,2891,0,ec12
d595,309b,1,d597
704c,31d5,0,704c
1fda,28fe,1,a803
d600,1966,1,d600
e6a0,bff5,0,e6a2
90e9,7d6c,0,7f6c
f217,1384,1,f217
e053,294a,1,e053
d0a8,2c2d,1,d0aa
6150,cd06,0,6128
d1c6,bd93,0,d1f3
153f,64d9,0,64d9
42e4,d365,0,d2f7
afcb,a3ea,0,b064
0250,e3fb,0,e3fb
1543,4163,1,c162
93fa,4af5,0,4af5
722d,6bc2,1,703c
8538,ba98,1,3a98
9efc,a60e,0,a7cd
61e1,960e,1,61e1
dff7,4c16,1,e01c
0d68,cd0a,1,4d0a
728a,326c,1,728a
bc85,d5da,0,d5ec
17f3,a408,0,a312
c061,c7c3,1,4592
b95a,65d7,0,65d6
60b6,1f29,0,60b6
5711,5208,0,590a
66b3,43cb,0,66b7
6351,335e,0,6351
70bc,3994,1,70bc
4f76,1a88,1,4f76
d14d,56d7,0,5430
544d,63c5,0,6427
d80a,4263,0,d7e1
af50,2ea8,0,a140
c586,7530,1,f530
d403,d13e,0,d6a2
af86,98d6,1,af5f
4767,db55,1,5b90
bab7,fc5d,1,7e5d
9845,9382,1,94c9
9d25,9fdc,1,196e
324f,c979,0,c960
a94d,83dd,0,a94d
b8d0,19c3,0,b8ca
9415,c659,1,4659
30bb,ae5b,1,33e8
bd2c,b329,0,be11
4b65,c46d,0,492e
157a,256d,0,25c5
361a,88a0,0,3619
074c,9927,1,1961
311b,77b1,0,77b1
c9ff,25ed,1,ca02
356f,4dc7,0,4ddd
b4c3,7bb0,1,fbb0
de7e,d49a,1,dd58
bcef,3847,0,b997
ef6b,128c,1,ef6b
4103,e2a5,0,e2a0
916e,21a4,0,214d
0b3c,051f,1,08ac
5432,cb81,0,5284
04b9,ca8c,0,ca8c
7e1e,9307,1,7e1e
6a8b,e114,1,6bd0
7345,3c26,1,7345
cb67,2648,0,cb64
eebf,2034,0,eebf
64e8,4b1b,1,64da
4437,e11d,1,6125
2796,c589,1,4591
388e,a6f0,1,38c6
bceb,df5b,1,5f56
765d,175a,1,765d
3f98,48f1,1,c7fc
c8a1,c1a8,0,ca0b
2452,45b5,1,c5b1
7470,df1c,0,7454
200e,85e4,0,2002
9b8e,c483,0,c484
ab35,f096,0,f096
52ac,1dbf,1,52ac
d1b8,04c7,0,d1b8
0eff,37b5,1,b7b3
52ca,5d93,1,dcba
0de5,4b65,0,4b65
9c8b,b6b2,1,36a0
c456,3f0d,1,c619
8052,6f0a,0,6f0a
c4e4,acc7,0,c4f7
9208,1f71,0,1eb0
1e0f,6666,0,6666
fecd,fc42,1,7e42
458b,4237,1,40df
e8dc,a399,0,e8dc
eb22,be13,0,eb23
2b33,decb,1,5ecb
e7ec,18a6,1,e7ec
1bab,0097,0,1bab
6092,e9d8,0,e8b4
082e,387c,1,b87c
3a9f,4c93,1,cc5e
3655,35a5,1,2980
e876,1141,0,e876
c172,e883,1,6882
3b79,107e,1,3b78
2acb,e001,1,6001
4aee,98cc,1,4aee
77c1,9b29,0,77c1
7768,c8d2,1,7769
20f5,1e1a,0,2401
3604,2f30,1,3438
c29b,6565,1,e568
ea40,a3f5,0,ea40
d0b1,157d,1,d0b1
84e4,273f,1,a744
d70a,ee2d,0,ee49
ae10,1b53,0,add5
bb6e,9592,1,bb6b
aa3b,aabf,1,1c20
eed9,3e45,0,eed9
24d6,7995,0,7995
f3fa,f739,0,f99b
24aa,7d75,0,7f75
b85b,445c,0,43a1
6d7f,a513,1,6d7f
faec,d25b,0,faee
54d6,4a82,1,5406
02e6,e594,1,6594
3b08,8724,1,3b08
724d,7f60,1,ff60
4c9a,e7fe,0,e7ec
a58b,fd09,1,7f09
c39c,42e5,1,c740
6379,f5fb,0,f5bf
0832,5b31,1,db31
bd1b,2204,1,bd27
ef35,9eca,0,ef35
49c9,9be9,0,49c9
dec6,13ea,1,dec6
5122,9354,1,5122
9022,d1be,1,51be
65de,6232,0,687c
5fb3,2b86,1,5fb3
818c,7961,0,7961
bce2,9dc0,1,bcdc
db7b,3583,0,db78
2160,beff,0,bef4
166d,7658,0,7658
eb16,329b,0,eb16
7f88,4ae7,1,7f88
c135,3152,1,c18a
1701,a6ff,1,276f
fdf7,2ad3,1,fff7
c4b3,274f,1,c4ba
e286,853e,0,e286
e574,7ee1,1,fee1
2b5f,2034,1,2a52
66ed,3763,0,66ed
3e37,d17e,1,51b0
bf8f,4a4a,1,cb3c
c646,3ecb,1,c7f9
b01d,a167,0,b073
2df2,3f17,1,beb8
d6bd,01fb,0,d6bd
e1f3,f039,0,f098
cfde,c3a1,0,d069
88a0,9057,1,0e5e
9796,de32,0,de32
ddbe,760d,0,75f6
2ca8,9227,1,2cb4
aae4,2651,0,a777
a3cb,5b09,0,5b09
e76a,c929,1,e760
af4b,fdc0,1,7fc0
0e1d,0a74,1,09c6
15d0,63ef,0,63ef
6fd8,8e42,1,6fd8
d4d0,9b42,1,d4d0
6815,b8d1,1,6815
bd01,6d5f,0,6d5f
01f7,6537,1,e537
09b2,8430,0,0734
eb75,aeb2,0,eb75
1acc,c892,1,4892
8068,2b9b,1,ab9b
f74a,343b,1,f74a
2ef4,fed2,1,7ed2
830d,e651,1,6651
0359,856b,0,856b
eaba,e0c9,1,e988
12cc,6658,0,6658
01a5,9558,1,1558
9385,0f14,1,9588
ffe8,8fe7,1,ffe8
ec5e,eb4b,0,f002
45a1,d27a,0,d1c6
8976,51f1,0,51f1
2b85,f323,1,7323
5478,ee01,0,edef
e4c5,dd9c,1,e2bc
49b1,978d,0,49b1
09fc,caf9,0,caf9
3615,8d7f,1,3616
686e,45c2,1,686b
fc2d,87b2,0,fe2d
91a6,33f3,0,33ed
68b2,9fbc,0,68b2
4e99,eb69,0,eb5c
a735,5426,1,d426
2ea2,a007,1,2f23
ef50,8d16,1,ef50
6e67,db16,1,6ea0
136d,dcbb,0,dcbb
e7cb,a5cd,1,e7cb
f933,2c07,0,f933
1b5f,779a,1,f79a
43c6,67e7,0,67eb
b737,40ec,1,c1d3
2e61,95b2,1,2e78
4096,ecb8,0,ecb7
8262,1a05,1,9a05
2970,17b5,0,29ae
0b75,3c26,1,bc26
55a3,cc16,0,549e
d284,d009,1,ccf6
9b47,ba1e,0,ba25
8d34,afba,0,afbf
169a,8a80,1,176a
517e,3c9f,1,5159
25ab,81ba,1,25ab
c6dc,0920,0,c6dc
9411,e849,1,6849
b1bd,8d10,1,b1ba
8a68,06d8,0,85f8
13b1,c46d,1,446d
0fbb,0ab8,0,118c
4470,c21b,0,3d8a
805e,4e82,0,4e82
c95e,cf26,1,4c77
1a3a,8de0,1,1af6
d3e9,5b10,0,5916
dce7,d5b8,0,de55
e189,862e,0,e189
1e9b,af36,0,aecc
dd28,8a3a,0,dd28
dd4a,8df5,1,dd4a
0152,14b3,0,14b3
9120,ad16,0,ad20
15bb,8807,0,153a
4a2f,d674,1,573a
90ce,0775,0,8fbf
